avgOdds,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassingClass,chanceCreationCrossingClass,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressureClass,defenceAggressionClass,defenceTeamWidthClass,defenceDefenderLineClass,zscore,catOdds
2.16,2,2,2,1,2,2,2,1,1,1,2,1,0.225814962,Unlikely win
3.14,2,1,1,1,3,1,2,1,2,2,2,1,0.377346008,Likley loss
3.14,2,1,2,1,2,2,2,1,2,2,2,1,0.377346008,Likley loss
3.14,2,1,2,1,2,2,2,1,2,2,2,1,0.377346008,Likley loss
3.14,2,1,2,1,2,2,2,1,2,2,2,1,0.377346008,Likley loss
3.14,2,2,2,1,2,2,2,1,1,1,2,1,0.377346008,Likley loss
3.14,2,2,2,1,2,2,2,1,1,1,2,1,0.377346008,Likley loss
3.36,2,1,1,1,3,1,2,1,2,2,2,1,0.512749491,Likley loss
3.36,2,1,2,1,2,2,2,1,2,2,2,1,0.512749491,Likley loss
3.36,2,1,2,1,2,2,2,1,2,2,2,1,0.512749491,Likley loss
3.36,2,1,2,1,2,2,2,1,2,2,2,1,0.512749491,Likley loss
3.36,2,2,2,1,2,2,2,1,1,1,2,1,0.512749491,Likley loss
3.36,2,2,2,1,2,2,2,1,1,1,2,1,0.512749491,Likley loss
1.648,2,1,1,1,3,1,2,1,2,2,2,1,0.540935795,Almost Guaranteed Win
1.648,2,1,2,1,2,2,2,1,2,2,2,1,0.540935795,Almost Guaranteed Win
1.648,2,1,2,1,2,2,2,1,2,2,2,1,0.540935795,Almost Guaranteed Win
1.648,2,1,2,1,2,2,2,1,2,2,2,1,0.540935795,Almost Guaranteed Win
1.648,2,2,2,1,2,2,2,1,1,1,2,1,0.540935795,Almost Guaranteed Win
1.648,2,2,2,1,2,2,2,1,1,1,2,1,0.540935795,Almost Guaranteed Win
5.1,2,1,1,1,3,1,2,1,2,2,2,1,1.583667947,Likley loss
5.1,2,1,2,1,2,2,2,1,2,2,2,1,1.583667947,Likley loss
5.1,2,1,2,1,2,2,2,1,2,2,2,1,1.583667947,Likley loss
5.1,2,1,2,1,2,2,2,1,2,2,2,1,1.583667947,Likley loss
5.1,2,2,2,1,2,2,2,1,1,1,2,1,1.583667947,Likley loss
5.1,2,2,2,1,2,2,2,1,1,1,2,1,1.583667947,Likley loss
3.886,2,1,1,1,3,1,2,1,2,2,2,1,0.836486909,Likley loss
3.886,2,1,2,1,2,2,2,1,2,2,2,1,0.836486909,Likley loss
3.886,2,1,2,1,2,2,2,1,2,2,2,1,0.836486909,Likley loss
3.886,2,1,2,1,2,2,2,1,2,2,2,1,0.836486909,Likley loss
3.886,2,2,2,1,2,2,2,1,1,1,2,1,0.836486909,Likley loss
3.886,2,2,2,1,2,2,2,1,1,1,2,1,0.836486909,Likley loss
2.04,2,1,1,1,3,1,2,1,2,2,2,1,0.299671408,Likely win
2.04,2,1,2,1,2,2,2,1,2,2,2,1,0.299671408,Likely win
2.04,2,1,2,1,2,2,2,1,2,2,2,1,0.299671408,Likely win
2.04,2,1,2,1,2,2,2,1,2,2,2,1,0.299671408,Likely win
2.04,2,2,2,1,2,2,2,1,1,1,2,1,0.299671408,Likely win
2.04,2,2,2,1,2,2,2,1,1,1,2,1,0.299671408,Likely win
1.85,2,1,1,1,3,1,2,1,2,2,2,1,0.416610779,Likely win
1.85,2,1,2,1,2,2,2,1,2,2,2,1,0.416610779,Likely win
1.85,2,1,2,1,2,2,2,1,2,2,2,1,0.416610779,Likely win
1.85,2,1,2,1,2,2,2,1,2,2,2,1,0.416610779,Likely win
1.85,2,2,2,1,2,2,2,1,1,1,2,1,0.416610779,Likely win
1.85,2,2,2,1,2,2,2,1,1,1,2,1,0.416610779,Likely win
1.98,2,1,1,1,3,1,2,1,2,2,2,1,0.33659963,Likely win
1.98,2,1,2,1,2,2,2,1,2,2,2,1,0.33659963,Likely win
1.98,2,1,2,1,2,2,2,1,2,2,2,1,0.33659963,Likely win
1.98,2,1,2,1,2,2,2,1,2,2,2,1,0.33659963,Likely win
1.98,2,2,2,1,2,2,2,1,1,1,2,1,0.33659963,Likely win
1.98,2,2,2,1,2,2,2,1,1,1,2,1,0.33659963,Likely win
1.602,2,1,1,1,3,1,2,1,2,2,2,1,0.569247433,Almost Guaranteed Win
1.602,2,1,2,1,2,2,2,1,2,2,2,1,0.569247433,Almost Guaranteed Win
1.602,2,1,2,1,2,2,2,1,2,2,2,1,0.569247433,Almost Guaranteed Win
1.602,2,1,2,1,2,2,2,1,2,2,2,1,0.569247433,Almost Guaranteed Win
1.602,2,2,2,1,2,2,2,1,1,1,2,1,0.569247433,Almost Guaranteed Win
1.602,2,2,2,1,2,2,2,1,1,1,2,1,0.569247433,Almost Guaranteed Win
1.834,2,1,1,1,3,1,2,1,2,2,2,1,0.426458305,Likely win
1.834,2,1,2,1,2,2,2,1,2,2,2,1,0.426458305,Likely win
1.834,2,1,2,1,2,2,2,1,2,2,2,1,0.426458305,Likely win
1.834,2,1,2,1,2,2,2,1,2,2,2,1,0.426458305,Likely win
1.834,2,2,2,1,2,2,2,1,1,1,2,1,0.426458305,Likely win
1.834,2,2,2,1,2,2,2,1,1,1,2,1,0.426458305,Likely win
1.722,2,1,1,1,3,1,2,1,2,2,2,1,0.495390988,Likely win
1.722,2,1,2,1,2,2,2,1,2,2,2,1,0.495390988,Likely win
1.722,2,1,2,1,2,2,2,1,2,2,2,1,0.495390988,Likely win
1.722,2,1,2,1,2,2,2,1,2,2,2,1,0.495390988,Likely win
1.722,2,2,2,1,2,2,2,1,1,1,2,1,0.495390988,Likely win
1.722,2,2,2,1,2,2,2,1,1,1,2,1,0.495390988,Likely win
3.4,2,1,1,1,3,1,2,1,2,2,2,1,0.537368306,Likley loss
3.4,2,1,2,1,2,2,2,1,2,2,2,1,0.537368306,Likley loss
3.4,2,1,2,1,2,2,2,1,2,2,2,1,0.537368306,Likley loss
3.4,2,1,2,1,2,2,2,1,2,2,2,1,0.537368306,Likley loss
3.4,2,2,2,1,2,2,2,1,1,1,2,1,0.537368306,Likley loss
3.4,2,2,2,1,2,2,2,1,1,1,2,1,0.537368306,Likley loss
1.89,2,1,1,1,3,1,2,1,2,2,2,1,0.391991964,Likely win
1.89,2,1,2,1,2,2,2,1,2,2,2,1,0.391991964,Likely win
1.89,2,1,2,1,2,2,2,1,2,2,2,1,0.391991964,Likely win
1.89,2,1,2,1,2,2,2,1,2,2,2,1,0.391991964,Likely win
1.89,2,2,2,1,2,2,2,1,1,1,2,1,0.391991964,Likely win
1.89,2,2,2,1,2,2,2,1,1,1,2,1,0.391991964,Likely win
1.854,2,1,1,1,3,1,2,1,2,2,2,1,0.414148898,Likely win
1.854,2,1,2,1,2,2,2,1,2,2,2,1,0.414148898,Likely win
1.854,2,1,2,1,2,2,2,1,2,2,2,1,0.414148898,Likely win
1.854,2,1,2,1,2,2,2,1,2,2,2,1,0.414148898,Likely win
1.854,2,2,2,1,2,2,2,1,1,1,2,1,0.414148898,Likely win
1.854,2,2,2,1,2,2,2,1,1,1,2,1,0.414148898,Likely win
1.7,2,1,1,1,3,1,2,1,2,2,2,1,0.508931336,Likely win
1.7,2,1,2,1,2,2,2,1,2,2,2,1,0.508931336,Likely win
1.7,2,1,2,1,2,2,2,1,2,2,2,1,0.508931336,Likely win
1.7,2,1,2,1,2,2,2,1,2,2,2,1,0.508931336,Likely win
1.7,2,2,2,1,2,2,2,1,1,1,2,1,0.508931336,Likely win
1.7,2,2,2,1,2,2,2,1,1,1,2,1,0.508931336,Likely win
6.18,2,1,1,1,3,1,2,1,2,2,2,1,2.248375955,Likley loss
6.18,2,1,2,1,2,2,2,1,2,2,2,1,2.248375955,Likley loss
6.18,2,1,2,1,2,2,2,1,2,2,2,1,2.248375955,Likley loss
6.18,2,1,2,1,2,2,2,1,2,2,2,1,2.248375955,Likley loss
6.18,2,2,2,1,2,2,2,1,1,1,2,1,2.248375955,Likley loss
6.18,2,2,2,1,2,2,2,1,1,1,2,1,2.248375955,Likley loss
1.96,2,1,1,1,3,1,2,1,2,2,2,1,0.348909038,Likely win
1.96,2,1,2,1,2,2,2,1,2,2,2,1,0.348909038,Likely win
1.96,2,1,2,1,2,2,2,1,2,2,2,1,0.348909038,Likely win
1.96,2,1,2,1,2,2,2,1,2,2,2,1,0.348909038,Likely win
1.96,2,2,2,1,2,2,2,1,1,1,2,1,0.348909038,Likely win
1.96,2,2,2,1,2,2,2,1,1,1,2,1,0.348909038,Likely win
2.372,2,1,1,1,3,1,2,1,2,2,2,1,0.095335242,Unlikely win
2.372,2,1,2,1,2,2,2,1,2,2,2,1,0.095335242,Unlikely win
2.372,2,1,2,1,2,2,2,1,2,2,2,1,0.095335242,Unlikely win
2.372,2,1,2,1,2,2,2,1,2,2,2,1,0.095335242,Unlikely win
2.372,2,2,2,1,2,2,2,1,1,1,2,1,0.095335242,Unlikely win
2.372,2,2,2,1,2,2,2,1,1,1,2,1,0.095335242,Unlikely win
1.816,2,1,1,1,3,1,2,1,2,2,2,1,0.437536772,Likely win
1.816,2,1,2,1,2,2,2,1,2,2,2,1,0.437536772,Likely win
1.816,2,1,2,1,2,2,2,1,2,2,2,1,0.437536772,Likely win
1.816,2,1,2,1,2,2,2,1,2,2,2,1,0.437536772,Likely win
1.816,2,2,2,1,2,2,2,1,1,1,2,1,0.437536772,Likely win
1.816,2,2,2,1,2,2,2,1,1,1,2,1,0.437536772,Likely win
2.628,2,1,1,1,3,1,2,1,2,2,2,1,0.062225174,Unlikely win
2.628,2,1,2,1,2,2,2,1,2,2,2,1,0.062225174,Unlikely win
2.628,2,1,2,1,2,2,2,1,2,2,2,1,0.062225174,Unlikely win
2.628,2,1,2,1,2,2,2,1,2,2,2,1,0.062225174,Unlikely win
2.628,2,2,2,1,2,2,2,1,1,1,2,1,0.062225174,Unlikely win
2.628,2,2,2,1,2,2,2,1,1,1,2,1,0.062225174,Unlikely win
1.738,2,1,1,1,3,1,2,1,2,2,2,1,0.485543461,Likely win
1.738,2,1,2,1,2,2,2,1,2,2,2,1,0.485543461,Likely win
1.738,2,1,2,1,2,2,2,1,2,2,2,1,0.485543461,Likely win
1.738,2,1,2,1,2,2,2,1,2,2,2,1,0.485543461,Likely win
1.738,2,2,2,1,2,2,2,1,1,1,2,1,0.485543461,Likely win
1.738,2,2,2,1,2,2,2,1,1,1,2,1,0.485543461,Likely win
2.93,2,1,1,1,3,1,2,1,2,2,2,1,0.248097228,Likley loss
2.93,2,1,2,1,2,2,2,1,2,2,2,1,0.248097228,Likley loss
2.93,2,1,2,1,2,2,2,1,2,2,2,1,0.248097228,Likley loss
2.93,2,1,2,1,2,2,2,1,2,2,2,1,0.248097228,Likley loss
2.93,2,2,2,1,2,2,2,1,1,1,2,1,0.248097228,Likley loss
2.93,2,2,2,1,2,2,2,1,1,1,2,1,0.248097228,Likley loss
1.912,2,1,1,1,3,1,2,1,2,2,2,1,0.378451616,Likely win
1.912,2,1,2,1,2,2,2,1,2,2,2,1,0.378451616,Likely win
1.912,2,1,2,1,2,2,2,1,2,2,2,1,0.378451616,Likely win
1.912,2,1,2,1,2,2,2,1,2,2,2,1,0.378451616,Likely win
1.912,2,2,2,1,2,2,2,1,1,1,2,1,0.378451616,Likely win
1.912,2,2,2,1,2,2,2,1,1,1,2,1,0.378451616,Likely win
1.846,2,1,1,1,3,1,2,1,2,2,2,1,0.419072661,Likely win
1.846,2,1,2,1,2,2,2,1,2,2,2,1,0.419072661,Likely win
1.846,2,1,2,1,2,2,2,1,2,2,2,1,0.419072661,Likely win
1.846,2,1,2,1,2,2,2,1,2,2,2,1,0.419072661,Likely win
1.846,2,2,2,1,2,2,2,1,1,1,2,1,0.419072661,Likely win
1.846,2,2,2,1,2,2,2,1,1,1,2,1,0.419072661,Likely win
2.13,2,1,1,1,3,1,2,1,2,2,2,1,0.244279074,Unlikely win
2.13,2,1,2,1,2,2,2,1,2,2,2,1,0.244279074,Unlikely win
2.13,2,1,2,1,2,2,2,1,2,2,2,1,0.244279074,Unlikely win
2.13,2,1,2,1,2,2,2,1,2,2,2,1,0.244279074,Unlikely win
2.13,2,2,2,1,2,2,2,1,1,1,2,1,0.244279074,Unlikely win
2.13,2,2,2,1,2,2,2,1,1,1,2,1,0.244279074,Unlikely win
1.972,2,1,1,1,3,1,2,1,2,2,2,1,0.341523393,Likely win
1.972,2,1,2,1,2,2,2,1,2,2,2,1,0.341523393,Likely win
1.972,2,1,2,1,2,2,2,1,2,2,2,1,0.341523393,Likely win
1.972,2,1,2,1,2,2,2,1,2,2,2,1,0.341523393,Likely win
1.972,2,2,2,1,2,2,2,1,1,1,2,1,0.341523393,Likely win
1.972,2,2,2,1,2,2,2,1,1,1,2,1,0.341523393,Likely win
2.16,2,1,1,1,3,1,2,1,2,2,2,1,0.225814962,Unlikely win
2.16,2,1,2,1,2,2,2,1,2,2,2,1,0.225814962,Unlikely win
2.16,2,1,2,1,2,2,2,1,2,2,2,1,0.225814962,Unlikely win
2.16,2,1,2,1,2,2,2,1,2,2,2,1,0.225814962,Unlikely win
2.16,2,2,2,1,2,2,2,1,1,1,2,1,0.225814962,Unlikely win
2.16,2,2,2,1,2,2,2,1,1,1,2,1,0.225814962,Unlikely win
5.6,2,1,1,1,3,1,2,1,2,2,2,1,1.891403136,Likley loss
5.6,2,1,2,1,2,2,2,1,2,2,2,1,1.891403136,Likley loss
5.6,2,1,2,1,2,2,2,1,2,2,2,1,1.891403136,Likley loss
5.6,2,1,2,1,2,2,2,1,2,2,2,1,1.891403136,Likley loss
5.6,2,2,2,1,2,2,2,1,1,1,2,1,1.891403136,Likley loss
5.6,2,2,2,1,2,2,2,1,1,1,2,1,1.891403136,Likley loss
2.16,2,1,1,1,3,1,2,1,2,2,2,1,0.225814962,Unlikely win
2.16,2,1,2,1,2,2,2,1,2,2,2,1,0.225814962,Unlikely win
2.16,2,1,2,1,2,2,2,1,2,2,2,1,0.225814962,Unlikely win
2.16,2,1,2,1,2,2,2,1,2,2,2,1,0.225814962,Unlikely win
2.16,2,2,2,1,2,2,2,1,1,1,2,1,0.225814962,Unlikely win
2.16,2,2,2,1,2,2,2,1,1,1,2,1,0.225814962,Unlikely win
4.286,2,1,1,1,3,1,2,1,2,2,2,1,1.08267506,Likley loss
4.286,2,1,2,1,2,2,2,1,2,2,2,1,1.08267506,Likley loss
4.286,2,1,2,1,2,2,2,1,2,2,2,1,1.08267506,Likley loss
4.286,2,1,2,1,2,2,2,1,2,2,2,1,1.08267506,Likley loss
4.286,2,2,2,1,2,2,2,1,1,1,2,1,1.08267506,Likley loss
4.286,2,2,2,1,2,2,2,1,1,1,2,1,1.08267506,Likley loss
1.942,2,1,1,1,3,1,2,1,2,2,2,1,0.359987504,Likely win
1.942,2,1,2,1,2,2,2,1,2,2,2,1,0.359987504,Likely win
1.942,2,1,2,1,2,2,2,1,2,2,2,1,0.359987504,Likely win
1.942,2,1,2,1,2,2,2,1,2,2,2,1,0.359987504,Likely win
1.942,2,2,2,1,2,2,2,1,1,1,2,1,0.359987504,Likely win
1.942,2,2,2,1,2,2,2,1,1,1,2,1,0.359987504,Likely win
4.51,2,1,1,1,3,1,2,1,2,2,2,1,1.220540425,Likley loss
4.51,2,1,2,1,2,2,2,1,2,2,2,1,1.220540425,Likley loss
4.51,2,1,2,1,2,2,2,1,2,2,2,1,1.220540425,Likley loss
4.51,2,1,2,1,2,2,2,1,2,2,2,1,1.220540425,Likley loss
4.51,2,2,2,1,2,2,2,1,1,1,2,1,1.220540425,Likley loss
4.51,2,2,2,1,2,2,2,1,1,1,2,1,1.220540425,Likley loss
1.7,2,1,1,1,3,1,2,1,2,2,2,1,0.508931336,Likely win
1.7,2,1,2,1,2,2,2,1,2,2,2,1,0.508931336,Likely win
1.7,2,1,2,1,2,2,2,1,2,2,2,1,0.508931336,Likely win
1.7,2,1,2,1,2,2,2,1,2,2,2,1,0.508931336,Likely win
1.7,2,2,2,1,2,2,2,1,1,1,2,1,0.508931336,Likely win
1.7,2,2,2,1,2,2,2,1,1,1,2,1,0.508931336,Likely win
3.57,2,1,1,1,3,1,2,1,2,2,2,1,0.64199827,Likley loss
3.57,2,1,2,1,2,2,2,1,2,2,2,1,0.64199827,Likley loss
3.57,2,1,2,1,2,2,2,1,2,2,2,1,0.64199827,Likley loss
3.57,2,1,2,1,2,2,2,1,2,2,2,1,0.64199827,Likley loss
3.57,2,2,2,1,2,2,2,1,1,1,2,1,0.64199827,Likley loss
3.57,2,2,2,1,2,2,2,1,1,1,2,1,0.64199827,Likley loss
2.02,2,1,1,1,3,1,2,1,2,2,2,1,0.311980815,Likely win
2.02,2,1,2,1,2,2,2,1,2,2,2,1,0.311980815,Likely win
2.02,2,1,2,1,2,2,2,1,2,2,2,1,0.311980815,Likely win
2.02,2,1,2,1,2,2,2,1,2,2,2,1,0.311980815,Likely win
2.02,2,2,2,1,2,2,2,1,1,1,2,1,0.311980815,Likely win
2.02,2,2,2,1,2,2,2,1,1,1,2,1,0.311980815,Likely win
4.4,2,1,1,1,3,1,2,1,2,2,2,1,1.152838683,Likley loss
4.4,2,1,2,1,2,2,2,1,2,2,2,1,1.152838683,Likley loss
4.4,2,1,2,1,2,2,2,1,2,2,2,1,1.152838683,Likley loss
4.4,2,1,2,1,2,2,2,1,2,2,2,1,1.152838683,Likley loss
4.4,2,2,2,1,2,2,2,1,1,1,2,1,1.152838683,Likley loss
4.4,2,2,2,1,2,2,2,1,1,1,2,1,1.152838683,Likley loss
1.816,2,1,1,1,3,1,2,1,2,2,2,1,0.437536772,Likely win
1.816,2,1,2,1,2,2,2,1,2,2,2,1,0.437536772,Likely win
1.816,2,1,2,1,2,2,2,1,2,2,2,1,0.437536772,Likely win
1.816,2,1,2,1,2,2,2,1,2,2,2,1,0.437536772,Likely win
1.816,2,2,2,1,2,2,2,1,1,1,2,1,0.437536772,Likely win
1.816,2,2,2,1,2,2,2,1,1,1,2,1,0.437536772,Likely win
5.87,2,1,1,1,3,1,2,1,2,2,2,1,2.057580138,Likley loss
5.87,2,1,2,1,2,2,2,1,2,2,2,1,2.057580138,Likley loss
5.87,2,1,2,1,2,2,2,1,2,2,2,1,2.057580138,Likley loss
5.87,2,1,2,1,2,2,2,1,2,2,2,1,2.057580138,Likley loss
5.87,2,2,2,1,2,2,2,1,1,1,2,1,2.057580138,Likley loss
5.87,2,2,2,1,2,2,2,1,1,1,2,1,2.057580138,Likley loss
3.08,2,1,1,1,3,1,2,1,2,2,2,1,0.340417785,Likley loss
3.08,2,1,2,1,2,2,2,1,2,2,2,1,0.340417785,Likley loss
3.08,2,1,2,1,2,2,2,1,2,2,2,1,0.340417785,Likley loss
3.08,2,1,2,1,2,2,2,1,2,2,2,1,0.340417785,Likley loss
3.08,2,2,2,1,2,2,2,1,1,1,2,1,0.340417785,Likley loss
3.08,2,2,2,1,2,2,2,1,1,1,2,1,0.340417785,Likley loss
5.14,2,1,1,1,3,1,2,1,2,2,2,1,1.608286763,Likley loss
5.14,2,1,2,1,2,2,2,1,2,2,2,1,1.608286763,Likley loss
5.14,2,1,2,1,2,2,2,1,2,2,2,1,1.608286763,Likley loss
5.14,2,1,2,1,2,2,2,1,2,2,2,1,1.608286763,Likley loss
5.14,2,2,2,1,2,2,2,1,1,1,2,1,1.608286763,Likley loss
5.14,2,2,2,1,2,2,2,1,1,1,2,1,1.608286763,Likley loss
2.71,2,1,1,1,3,1,2,1,2,2,2,1,0.112693745,Likley loss
2.71,2,1,2,1,2,2,2,1,2,2,2,1,0.112693745,Likley loss
2.71,2,1,2,1,2,2,2,1,2,2,2,1,0.112693745,Likley loss
2.71,2,1,2,1,2,2,2,1,2,2,2,1,0.112693745,Likley loss
2.71,2,2,2,1,2,2,2,1,1,1,2,1,0.112693745,Likley loss
2.71,2,2,2,1,2,2,2,1,1,1,2,1,0.112693745,Likley loss
3.46,2,1,1,1,3,1,2,1,2,2,2,1,0.574296528,Likley loss
3.46,2,1,2,1,2,2,2,1,2,2,2,1,0.574296528,Likley loss
3.46,2,1,2,1,2,2,2,1,2,2,2,1,0.574296528,Likley loss
3.46,2,1,2,1,2,2,2,1,2,2,2,1,0.574296528,Likley loss
3.46,2,2,2,1,2,2,2,1,1,1,2,1,0.574296528,Likley loss
3.46,2,2,2,1,2,2,2,1,1,1,2,1,0.574296528,Likley loss
2.426,2,1,1,1,3,1,2,1,2,2,2,1,0.062099842,Unlikely win
2.426,2,1,2,1,2,2,2,1,2,2,2,1,0.062099842,Unlikely win
2.426,2,1,2,1,2,2,2,1,2,2,2,1,0.062099842,Unlikely win
2.426,2,1,2,1,2,2,2,1,2,2,2,1,0.062099842,Unlikely win
2.426,2,2,2,1,2,2,2,1,1,1,2,1,0.062099842,Unlikely win
2.426,2,2,2,1,2,2,2,1,1,1,2,1,0.062099842,Unlikely win
2.19,2,1,1,1,3,1,2,1,2,2,2,1,0.207350851,Unlikely win
2.19,2,1,2,1,2,2,2,1,2,2,2,1,0.207350851,Unlikely win
2.19,2,1,2,1,2,2,2,1,2,2,2,1,0.207350851,Unlikely win
2.19,2,1,2,1,2,2,2,1,2,2,2,1,0.207350851,Unlikely win
2.19,2,2,2,1,2,2,2,1,1,1,2,1,0.207350851,Unlikely win
2.19,2,2,2,1,2,2,2,1,1,1,2,1,0.207350851,Unlikely win
3.27,2,1,1,1,3,1,2,1,2,2,2,1,0.457357157,Likley loss
3.27,2,1,2,1,2,2,2,1,2,2,2,1,0.457357157,Likley loss
3.27,2,1,2,1,2,2,2,1,2,2,2,1,0.457357157,Likley loss
3.27,2,1,2,1,2,2,2,1,2,2,2,1,0.457357157,Likley loss
3.27,2,2,2,1,2,2,2,1,1,1,2,1,0.457357157,Likley loss
3.27,2,2,2,1,2,2,2,1,1,1,2,1,0.457357157,Likley loss
7.05,2,1,1,1,3,1,2,1,2,2,2,1,2.783835184,Likley loss
7.05,2,1,2,1,2,2,2,1,2,2,2,1,2.783835184,Likley loss
7.05,2,1,2,1,2,2,2,1,2,2,2,1,2.783835184,Likley loss
7.05,2,1,2,1,2,2,2,1,2,2,2,1,2.783835184,Likley loss
7.05,2,2,2,1,2,2,2,1,1,1,2,1,2.783835184,Likley loss
7.05,2,2,2,1,2,2,2,1,1,1,2,1,2.783835184,Likley loss
2.81,2,1,1,1,3,1,2,1,2,2,2,1,0.174240783,Likley loss
2.81,2,1,2,1,2,2,2,1,2,2,2,1,0.174240783,Likley loss
2.81,2,1,2,1,2,2,2,1,2,2,2,1,0.174240783,Likley loss
2.81,2,1,2,1,2,2,2,1,2,2,2,1,0.174240783,Likley loss
2.81,2,2,2,1,2,2,2,1,1,1,2,1,0.174240783,Likley loss
2.81,2,2,2,1,2,2,2,1,1,1,2,1,0.174240783,Likley loss
4.62,2,1,1,1,3,1,2,1,2,2,2,1,1.288242166,Likley loss
4.62,2,1,2,1,2,2,2,1,2,2,2,1,1.288242166,Likley loss
4.62,2,1,2,1,2,2,2,1,2,2,2,1,1.288242166,Likley loss
4.62,2,1,2,1,2,2,2,1,2,2,2,1,1.288242166,Likley loss
4.62,2,2,2,1,2,2,2,1,1,1,2,1,1.288242166,Likley loss
4.62,2,2,2,1,2,2,2,1,1,1,2,1,1.288242166,Likley loss
2.14,2,1,1,1,3,1,2,1,2,2,2,1,0.23812437,Unlikely win
2.14,2,1,2,1,2,2,2,1,2,2,2,1,0.23812437,Unlikely win
2.14,2,1,2,1,2,2,2,1,2,2,2,1,0.23812437,Unlikely win
2.14,2,1,2,1,2,2,2,1,2,2,2,1,0.23812437,Unlikely win
2.14,2,2,2,1,2,2,2,1,1,1,2,1,0.23812437,Unlikely win
2.14,2,2,2,1,2,2,2,1,1,1,2,1,0.23812437,Unlikely win
2.25,2,1,1,1,3,1,2,1,2,2,2,1,0.170422628,Unlikely win
2.25,2,1,2,1,2,2,2,1,2,2,2,1,0.170422628,Unlikely win
2.25,2,1,2,1,2,2,2,1,2,2,2,1,0.170422628,Unlikely win
2.25,2,1,2,1,2,2,2,1,2,2,2,1,0.170422628,Unlikely win
2.25,2,2,2,1,2,2,2,1,1,1,2,1,0.170422628,Unlikely win
2.25,2,2,2,1,2,2,2,1,1,1,2,1,0.170422628,Unlikely win
2.594,2,1,1,1,3,1,2,1,2,2,2,1,0.041299182,Unlikely win
2.594,2,1,2,1,2,2,2,1,2,2,2,1,0.041299182,Unlikely win
2.594,2,1,2,1,2,2,2,1,2,2,2,1,0.041299182,Unlikely win
2.594,2,1,2,1,2,2,2,1,2,2,2,1,0.041299182,Unlikely win
2.594,2,2,2,1,2,2,2,1,1,1,2,1,0.041299182,Unlikely win
2.594,2,2,2,1,2,2,2,1,1,1,2,1,0.041299182,Unlikely win
2.14,2,1,1,1,3,1,2,1,2,2,2,1,0.23812437,Unlikely win
2.14,2,1,2,1,2,2,2,1,2,2,2,1,0.23812437,Unlikely win
2.14,2,1,2,1,2,2,2,1,2,2,2,1,0.23812437,Unlikely win
2.14,2,1,2,1,2,2,2,1,2,2,2,1,0.23812437,Unlikely win
2.14,2,2,2,1,2,2,2,1,1,1,2,1,0.23812437,Unlikely win
2.14,2,2,2,1,2,2,2,1,1,1,2,1,0.23812437,Unlikely win
2.05,2,1,1,1,3,1,2,1,2,2,2,1,0.293516704,Likely win
2.05,2,1,2,1,2,2,2,1,2,2,2,1,0.293516704,Likely win
2.05,2,1,2,1,2,2,2,1,2,2,2,1,0.293516704,Likely win
2.05,2,1,2,1,2,2,2,1,2,2,2,1,0.293516704,Likely win
2.05,2,2,2,1,2,2,2,1,1,1,2,1,0.293516704,Likely win
2.05,2,2,2,1,2,2,2,1,1,1,2,1,0.293516704,Likely win
2.31,2,1,1,1,3,1,2,1,2,2,2,1,0.133494406,Unlikely win
2.31,2,1,2,1,2,2,2,1,2,2,2,1,0.133494406,Unlikely win
2.31,2,1,2,1,2,2,2,1,2,2,2,1,0.133494406,Unlikely win
2.31,2,1,2,1,2,2,2,1,2,2,2,1,0.133494406,Unlikely win
2.31,2,2,2,1,2,2,2,1,1,1,2,1,0.133494406,Unlikely win
2.31,2,2,2,1,2,2,2,1,1,1,2,1,0.133494406,Unlikely win
3.38,3,1,2,1,2,2,2,1,2,2,2,1,0.525058898,Likley loss
3.38,2,1,2,2,3,1,3,1,1,2,2,1,0.525058898,Likley loss
3.38,2,1,2,1,2,2,2,1,2,2,2,1,0.525058898,Likley loss
3.38,2,1,2,1,2,2,3,1,2,2,2,1,0.525058898,Likley loss
3.38,2,2,2,1,2,2,2,1,2,2,2,1,0.525058898,Likley loss
3.38,2,2,2,1,2,2,2,1,2,2,2,1,0.525058898,Likley loss
1.726,3,1,2,1,2,2,2,1,2,2,2,1,0.492929106,Likely win
1.726,2,1,2,2,3,1,3,1,1,2,2,1,0.492929106,Likely win
1.726,2,1,2,1,2,2,2,1,2,2,2,1,0.492929106,Likely win
1.726,2,1,2,1,2,2,3,1,2,2,2,1,0.492929106,Likely win
1.726,2,2,2,1,2,2,2,1,2,2,2,1,0.492929106,Likely win
1.726,2,2,2,1,2,2,2,1,2,2,2,1,0.492929106,Likely win
1.95,3,1,2,1,2,2,2,1,2,2,2,1,0.355063741,Likely win
1.95,2,1,2,2,3,1,3,1,1,2,2,1,0.355063741,Likely win
1.95,2,1,2,1,2,2,2,1,2,2,2,1,0.355063741,Likely win
1.95,2,1,2,1,2,2,3,1,2,2,2,1,0.355063741,Likely win
1.95,2,2,2,1,2,2,2,1,2,2,2,1,0.355063741,Likely win
1.95,2,2,2,1,2,2,2,1,2,2,2,1,0.355063741,Likely win
4.27,3,1,2,1,2,2,2,1,2,2,2,1,1.072827534,Likley loss
4.27,2,1,2,2,3,1,3,1,1,2,2,1,1.072827534,Likley loss
